path,label,img_name_no_ext,filepath,filename,md5,CAMID,X,View,zenodo_name,zenodo_link,Sequence,Taxonomic_Name,Locality,Sample_accession,Collected_by,Other_ID,Date,Dataset,Store,Brood,Death_Date,Stage,Sex,Unit_Type,file_type,record_number,species,subspecies,genus,file_url
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM017202_d.png,Heliconius erato ssp. notabilis,CAM017202_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM017202_d.JPG,CAM017202_d.JPG,2a25d532c1968b2cc5c62cfdf9eabe61,CAM017202,4723,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"17,202",Heliconius erato ssp. notabilis,Km19 Colonia Llandia 2,,AS,,15/03/2010,Patricio Salazar,Box 97,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM017202_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016914_d.png,Heliconius erato ssp. notabilis,CAM016914_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016914_d.JPG,CAM016914_d.JPG,878cc0b38e23ca54cb12a633150d1440,CAM016914,4229,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,914",Heliconius erato ssp. notabilis,Pindo-Mirador,,CR,,15/01/2010,Patricio Salazar,Box 93,,,,Female,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016914_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM017366_d.png,Heliconius erato ssp. notabilis,CAM017366_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM017366_d.JPG,CAM017366_d.JPG,7d18cb0bca6f3eefe798ed6d077c088f,CAM017366,4994,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"17,366",Heliconius erato ssp. notabilis,Pindo-Mirador,,CR,,13/08/2010,Patricio Salazar,Box 98,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM017366_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016875_d.png,Heliconius erato ssp. notabilis,CAM016875_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016875_d.JPG,CAM016875_d.JPG,d6fbc16d8c7b82f311baacc196b8c611,CAM016875,4167,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,875",Heliconius erato ssp. notabilis,Mangayacu,SRS7540663,CR,,14/01/2010,Patricio Salazar,Box 93,,,,Female,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016875_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016405_d.png,Heliconius erato ssp. notabilis,CAM016405_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016405_d.JPG,CAM016405_d.JPG,747dff0a924dea5c87bbfc4fc502c6ca,CAM016405,3521,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,405",Heliconius erato ssp. notabilis,Km19 Colonia Llandia 2,,NN,,05/12/2009,Patricio Salazar,Box 88,,,,Female,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016405_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016919_d.png,Heliconius erato ssp. notabilis,CAM016919_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016919_d.JPG,CAM016919_d.JPG,6802907d0b90c596a2e9c90cf347d252,CAM016919,4239,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,919",Heliconius erato ssp. notabilis,Fátima-Jatun Paccha Km1.6,,CR,,27/01/2010,Patricio Salazar,Box 93,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016919_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM011407_d.png,Heliconius erato ssp. notabilis,CAM011407_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM011407_d.JPG,CAM011407_d.JPG,5bacf51909968e32d5fe20e7243febac,CAM011407,28128,dorsal,2001_2.broods.batch.2.csv,https://zenodo.org/record/2550097,"11,407",Heliconius erato ssp. notabilis,"El Topo, Baños - Puyo road,",,,,16/02/2002,Heliconiine Butterfly Collection Records from University of Cambridge,Box 53,,,,Female,wild,jpg,2550097,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/2550097/files/CAM011407_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016733_d.png,Heliconius erato ssp. notabilis,CAM016733_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016733_d.JPG,CAM016733_d.JPG,06ea5505f8f5e949f425840578f4e5f1,CAM016733,3910,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,733",Heliconius erato ssp. notabilis,Pindo-Mirador,,CR,,17/12/2009,Patricio Salazar,Box 91,,,,Female,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016733_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016897_d.png,Heliconius erato ssp. notabilis,CAM016897_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016897_d.JPG,CAM016897_d.JPG,cc7c0adfa80c51f6802c9a131e3606f4,CAM016897,4211,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,897",Heliconius erato ssp. notabilis,Mangayacu,,AS,,14/01/2010,Patricio Salazar,Box 93,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016897_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016365_d.png,Heliconius erato ssp. notabilis,CAM016365_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016365_d.JPG,CAM016365_d.JPG,1564865ed6f0f43578e490be5cc17dc6,CAM016365,3444,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,365",Heliconius erato ssp. notabilis,Fátima 2,,CJ,,05/12/2009,Patricio Salazar,Box 88,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016365_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM017219_d.png,Heliconius erato ssp. notabilis,CAM017219_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM017219_d.JPG,CAM017219_d.JPG,44ccb4ca3c621c484650cf55b14d9eec,CAM017219,4755,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"17,219",Heliconius erato ssp. notabilis,Km25 Llandia,,AS,,16/03/2010,Patricio Salazar,Box 97,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM017219_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016921_d.png,Heliconius erato ssp. notabilis,CAM016921_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016921_d.JPG,CAM016921_d.JPG,fb790d5aa9944cbf236e106a315360a8,CAM016921,4243,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,921",Heliconius erato ssp. notabilis,Fátima-Jatun Paccha Km1.6,,CR,,27/01/2010,Patricio Salazar,Box 93,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016921_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM017197_d.png,Heliconius erato ssp. notabilis,CAM017197_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM017197_d.JPG,CAM017197_d.JPG,120752f434b9e602e6a1b093dfd8cbd6,CAM017197,4713,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"17,197",Heliconius erato ssp. notabilis,Km19 Colonia Llandia 2,,AS,,15/03/2010,Patricio Salazar,Box 97,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM017197_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016735_d.png,Heliconius erato ssp. notabilis,CAM016735_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016735_d.JPG,CAM016735_d.JPG,d293a47fd937cccab0ad7954f6b8f93c,CAM016735,3912,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,735",Heliconius erato ssp. notabilis,Pindo-Mirador,,CR,,17/12/2009,Patricio Salazar,Box 91,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016735_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM017259_d.png,Heliconius erato ssp. notabilis,CAM017259_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM017259_d.JPG,CAM017259_d.JPG,a7329892f2a929dd34cc511d44ab574c,CAM017259,4830,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"17,259",Heliconius erato ssp. notabilis,Pindo-Mirador,,CR,,18/03/2010,Patricio Salazar,Box 97,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM017259_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016297_D.png,Heliconius erato ssp. notabilis,CAM016297_D,model_mimic_images/Heliconius erato ssp. notabilis/CAM016297_D.JPG,CAM016297_D.JPG,6601928dae21656ec8b2443096c6a2dc,CAM016297,19106,dorsal,CAM.coll.PS.list.individuals.haplotagging.new.and.missingphotos_July2019.csv,https://zenodo.org/record/4153502,"16,297",Heliconius erato ssp. notabilis,Cashaurco,,IA,,02/12/2009,Patricio Salazar,Box 87,,,,Female,wild,jpg,4153502,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/4153502/files/CAM016297_D.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016712_d.png,Heliconius erato ssp. notabilis,CAM016712_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016712_d.JPG,CAM016712_d.JPG,8c5e7cc4e05e4f4f22e52b67b3cb7580,CAM016712,18960,dorsal,CAM.coll.PS.list.individuals.haplotagging.new.and.missingphotos_July2019.csv,https://zenodo.org/record/4153502,"16,712",Heliconius erato ssp. notabilis,"El Topo, Baños - Puyo road,","SRS7540298,ERS353368",IA,,11/12/2009,Patricio Salazar,Box 91,,,,Male,wild,jpg,4153502,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/4153502/files/CAM016712_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016702_d.png,Heliconius erato ssp. notabilis,CAM016702_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016702_d.JPG,CAM016702_d.JPG,7a0ea49ffb4cdcd3057be0e6db132360,CAM016702,18948,dorsal,CAM.coll.PS.list.individuals.haplotagging.new.and.missingphotos_July2019.csv,https://zenodo.org/record/4153502,"16,702",Heliconius erato ssp. notabilis,"El Topo, Baños - Puyo road,","SRS7540287,ERS353362",CJ,,11/12/2009,Patricio Salazar,Box 91,,,,Male,wild,jpg,4153502,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/4153502/files/CAM016702_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016387_d.png,Heliconius erato ssp. notabilis,CAM016387_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016387_d.JPG,CAM016387_d.JPG,e51a207c286e3e95a0d3eb8d5ef974f0,CAM016387,3488,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,387",Heliconius erato ssp. notabilis,Km19 Colonia Llandia Km1.2,,CJ,,05/12/2009,Patricio Salazar,Box 88,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016387_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016419_d.png,Heliconius erato ssp. notabilis,CAM016419_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016419_d.JPG,CAM016419_d.JPG,c7249f6bb98cb89d2e5bef5cf0d7ada7,CAM016419,3549,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,419",Heliconius erato ssp. notabilis,Km19 Colonia Llandia Km1.2,,CJ,,06/12/2009,Patricio Salazar,Box 88,,,,Female,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016419_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM017374_d.png,Heliconius erato ssp. notabilis,CAM017374_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM017374_d.JPG,CAM017374_d.JPG,826d6d12d1764f372bf6b4da5d8112bb,CAM017374,5000,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"17,374",Heliconius erato ssp. notabilis,Pindo-Mirador,,CR,,14/08/2010,Patricio Salazar,Box 98,,,,Female,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM017374_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016798_d.png,Heliconius erato ssp. notabilis,CAM016798_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016798_d.JPG,CAM016798_d.JPG,672a23099530ba9ff859dbed9d603e24,CAM016798,4018,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,798",Heliconius erato ssp. notabilis,Fátima-Jatun Paccha Km1.6,,PAS,,22/12/2009,Patricio Salazar,Box 92,,,,Female,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016798_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM017249_d.png,Heliconius erato ssp. notabilis,CAM017249_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM017249_d.JPG,CAM017249_d.JPG,690f998bfb3b13ab6cc107140a10058c,CAM017249,4815,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"17,249",Heliconius erato ssp. notabilis,Colonia Simon Bolivar,,CR,,18/03/2010,Patricio Salazar,Box 97,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM017249_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016710_d.png,Heliconius erato ssp. notabilis,CAM016710_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016710_d.JPG,CAM016710_d.JPG,c3cc800fe5eb6405589124b73420c741,CAM016710,3888,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,710",Heliconius erato ssp. notabilis,"El Topo, Baños - Puyo road,",SRS7540295,CR,,11/12/2009,Patricio Salazar,Box 91,,,,Female,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016710_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016711_d.png,Heliconius erato ssp. notabilis,CAM016711_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016711_d.JPG,CAM016711_d.JPG,21940660a29d062d0a458e892cda2b2d,CAM016711,3890,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,711",Heliconius erato ssp. notabilis,"El Topo, Baños - Puyo road,",SRS7540296,IA,,11/12/2009,Patricio Salazar,Box 91,,,,Female,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016711_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016748_d.png,Heliconius erato ssp. notabilis,CAM016748_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016748_d.JPG,CAM016748_d.JPG,08d4d176c8f5b3d3f7f5b4347e4d5088,CAM016748,3932,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,748",Heliconius erato ssp. notabilis,Km18 Comuna SanPablo,,PAS,,18/12/2009,Patricio Salazar,Box 92,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016748_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016352_D.png,Heliconius erato ssp. notabilis,CAM016352_D,model_mimic_images/Heliconius erato ssp. notabilis/CAM016352_D.JPG,CAM016352_D.JPG,f9a90c12945379ac159def325582d7e1,CAM016352,19122,dorsal,CAM.coll.PS.list.individuals.haplotagging.new.and.missingphotos_July2019.csv,https://zenodo.org/record/4153502,"16,352",Heliconius erato ssp. notabilis,Fátima 2,,PAS,,04/12/2009,Patricio Salazar,Box 87,,,,Male,wild,jpg,4153502,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/4153502/files/CAM016352_D.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016880_d.png,Heliconius erato ssp. notabilis,CAM016880_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016880_d.JPG,CAM016880_d.JPG,0fdf684ee9fe8e0b2f233ec577a61dc8,CAM016880,4177,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,880",Heliconius erato ssp. notabilis,Mangayacu,,PAS,,14/01/2010,Patricio Salazar,Box 93,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016880_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM017173_d.png,Heliconius erato ssp. notabilis,CAM017173_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM017173_d.JPG,CAM017173_d.JPG,afafaaf88ad2a5811129e3278efbcdf4,CAM017173,4667,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"17,173",Heliconius erato ssp. notabilis,Colonia Simon Bolivar,,CR,,14/03/2010,Patricio Salazar,Box 96,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM017173_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM017248_d.png,Heliconius erato ssp. notabilis,CAM017248_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM017248_d.JPG,CAM017248_d.JPG,85be9f4c886bae36be3daab701ee62a9,CAM017248,4813,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"17,248",Heliconius erato ssp. notabilis,Colonia Simon Bolivar,,CR,,18/03/2010,Patricio Salazar,Box 97,,,,Male,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM017248_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. notabilis/CAM016060_d.png,Heliconius erato ssp. notabilis,CAM016060_d,model_mimic_images/Heliconius erato ssp. notabilis/CAM016060_d.JPG,CAM016060_d.JPG,92b743d10b4c101539e1d4e58355c388,CAM016060,3029,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,060",Heliconius erato ssp. notabilis,Tnt Hugo Ortiz Km2,,IA,,20/05/2009,Patricio Salazar,Box 84,,,,Female,wild,jpg,3082688,Heliconius erato,notabilis,Heliconius,https://zenodo.org/record/3082688/files/CAM016060_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. melpomene/CAM000406_d.png,Heliconius melpomene ssp. melpomene,CAM000406_d,model_mimic_images/Heliconius melpomene ssp. melpomene/CAM000406_d.JPG,CAM000406_d.JPG,3c3853a20dbdb967c07365f032bb4cba,CAM000406,6434,dorsal,CAM.coll.images.batch2.csv,https://zenodo.org/record/2677821,406,Heliconius melpomene ssp. melpomene,"Sablance (La Victoire), Route N1, km 19",,,,28/05/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 5,,,,Male,wild,jpg,2677821,Heliconius melpomene,melpomene,Heliconius,https://zenodo.org/record/2677821/files/CAM000406_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. melpomene/CAM001165_d.png,Heliconius melpomene ssp. melpomene,CAM001165_d,model_mimic_images/Heliconius melpomene ssp. melpomene/CAM001165_d.JPG,CAM001165_d.JPG,e414b34c97ba540b243bd02857181903,CAM001165,7888,dorsal,CAM.coll.images.batch4.csv,https://zenodo.org/record/2682669,"1,165",Heliconius melpomene ssp. melpomene,"Sablance (La Victoire), Route N1, km 19",,,,11/02/1999,Heliconiine Butterfly Collection Records from University of Cambridge,Box 13,,,,Male,wild,jpg,2682669,Heliconius melpomene,melpomene,Heliconius,https://zenodo.org/record/2682669/files/CAM001165_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. melpomene/CAM000432_d.png,Heliconius melpomene ssp. melpomene,CAM000432_d,model_mimic_images/Heliconius melpomene ssp. melpomene/CAM000432_d.JPG,CAM000432_d.JPG,ba824c806f42abb0fdc080455ca09ed6,CAM000432,6482,dorsal,CAM.coll.images.batch2.csv,https://zenodo.org/record/2677821,432,Heliconius melpomene ssp. melpomene,"Parcela 33, Villeta - Guaduas 23.6km",,,,08/06/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 5,,,,Male,wild,jpg,2677821,Heliconius melpomene,melpomene,Heliconius,https://zenodo.org/record/2677821/files/CAM000432_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. melpomene/CAM001384_d.png,Heliconius melpomene ssp. melpomene,CAM001384_d,model_mimic_images/Heliconius melpomene ssp. melpomene/CAM001384_d.JPG,CAM001384_d.JPG,7356c6c1267ed8b7f4227b8e13166391,CAM001384,8321,dorsal,CAM.coll.images.batch4.csv,https://zenodo.org/record/2682669,"1,384",Heliconius melpomene ssp. melpomene,"Sablance (La Victoire), Route N1, km 19",,,,11/02/1999,Heliconiine Butterfly Collection Records from University of Cambridge,Box 16,,,,Female,wild,jpg,2682669,Heliconius melpomene,melpomene,Heliconius,https://zenodo.org/record/2682669/files/CAM001384_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. melpomene/CAM000038_d.png,Heliconius melpomene ssp. melpomene,CAM000038_d,model_mimic_images/Heliconius melpomene ssp. melpomene/CAM000038_d.JPG,CAM000038_d.JPG,45d0512bab648d356eab26c38b1e5c1f,CAM000038,5911,dorsal,CAM.coll.images.batch2.csv,https://zenodo.org/record/2677821,38,Heliconius melpomene ssp. melpomene,"Virgen de Chirajara near Guayabetal (just before shrine towards Villavicencio, lower site),",,,,28/02/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 1,,,,Female,wild,jpg,2677821,Heliconius melpomene,melpomene,Heliconius,https://zenodo.org/record/2677821/files/CAM000038_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. melpomene/CAM000357_d.png,Heliconius melpomene ssp. melpomene,CAM000357_d,model_mimic_images/Heliconius melpomene ssp. melpomene/CAM000357_d.JPG,CAM000357_d.JPG,6fa082c266583366b3f8af6bf507949d,CAM000357,6410,dorsal,CAM.coll.images.batch2.csv,https://zenodo.org/record/2677821,357,Heliconius melpomene ssp. melpomene,"St Maurice, just outside St Laurent on road to Apatou",,,,24/05/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 4,,,,Male,wild,jpg,2677821,Heliconius melpomene,melpomene,Heliconius,https://zenodo.org/record/2677821/files/CAM000357_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. melpomene/CAM008243_d.png,Heliconius melpomene ssp. melpomene,CAM008243_d,model_mimic_images/Heliconius melpomene ssp. melpomene/CAM008243_d.JPG,CAM008243_d.JPG,752fe610ea9184ff29b019ed265174a4,CAM008243,8921,dorsal,CAM.coll.images.batch5.csv,https://zenodo.org/record/2684906,"8,243",Heliconius melpomene ssp. melpomene,"Pointe Macouria,",,,,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 112,,,,Male,wild,jpg,2684906,Heliconius melpomene,melpomene,Heliconius,https://zenodo.org/record/2684906/files/CAM008243_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. melpomene/CAM011006_d.png,Heliconius melpomene ssp. melpomene,CAM011006_d,model_mimic_images/Heliconius melpomene ssp. melpomene/CAM011006_d.JPG,CAM011006_d.JPG,2d01a5617de7ccd674a7023ac2062e7b,CAM011006,27606,dorsal,2001_2.broods.batch.1.csv,https://zenodo.org/record/2549524,"11,006",Heliconius melpomene ssp. melpomene,,,,,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 48,,,,Female,reared,jpg,2549524,Heliconius melpomene,melpomene,Heliconius,https://zenodo.org/record/2549524/files/CAM011006_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. melpomene/CAM001436_d.png,Heliconius melpomene ssp. melpomene,CAM001436_d,model_mimic_images/Heliconius melpomene ssp. melpomene/CAM001436_d.JPG,CAM001436_d.JPG,b19be47e1b50d76131e0e3b2726f9fb6,CAM001436,8425,dorsal,CAM.coll.images.batch4.csv,https://zenodo.org/record/2682669,"1,436",Heliconius melpomene ssp. melpomene,"Pointe Macouria,",,,,12/02/1999,Heliconiine Butterfly Collection Records from University of Cambridge,Box 16,,,,Male,wild,jpg,2682669,Heliconius melpomene,melpomene,Heliconius,https://zenodo.org/record/2682669/files/CAM001436_d.JPG
